,Tipo,Valor
701,Pretest,51.670877627878156
702,Pretest,100
703,Pretest,51.670877627878156
704,Pretest,28.126042808790576
705,Pretest,0
706,Pretest,51.670877627878156
707,Pretest,51.670877627878156
708,Pretest,28.126042808790576
709,Pretest,79.79692043666874
710,Pretest,51.670877627878156
711,Pretest,51.670877627878156
712,Pretest,20.203079563331265
713,Pretest,79.79692043666874
714,Pretest,51.670877627878156
715,Pretest,79.79692043666874
716,Pretest,20.203079563331265
717,Pretest,51.670877627878156
718,Pretest,0
719,Pretest,79.79692043666874
720,Pretest,51.670877627878156
721,Pretest,79.79692043666874
722,Pretest,0
723,Pretest,71.87395719120941
724,Pretest,51.670877627878156
725,Pretest,71.87395719120941
726,Pretest,51.670877627878156
727,Pretest,71.87395719120941
728,Pretest,100
729,Pretest,100
730,Pretest,100
731,Pretest,100
732,Pretest,100
733,Pretest,79.79692043666874
734,Pretest,79.79692043666874
735,Pretest,71.87395719120941
736,Pretest,71.87395719120941
737,Pretest,71.87395719120941
738,Pretest,51.670877627878156
739,Pretest,51.670877627878156
740,Pretest,51.670877627878156
741,Pretest,51.670877627878156
742,Pretest,51.670877627878156
743,Pretest,51.670877627878156
744,Pretest,28.126042808790576
745,Pretest,28.126042808790576
746,Pretest,28.126042808790576
747,Pretest,28.126042808790576
748,Pretest,20.203079563331265
749,Pretest,0
750,Pretest,0
751,Postest,100
752,Postest,28.126042808790576
753,Postest,51.670877627878156
754,Postest,71.87395719120941
755,Postest,28.126042808790576
756,Postest,28.126042808790576
757,Postest,51.670877627878156
758,Postest,100
759,Postest,100
760,Postest,51.670877627878156
761,Postest,0
762,Postest,79.79692043666874
763,Postest,0
764,Postest,28.126042808790576
765,Postest,79.79692043666874
766,Postest,20.203079563331265
767,Postest,28.126042808790576
768,Postest,71.87395719120941
769,Postest,100
770,Postest,51.670877627878156
771,Postest,51.670877627878156
772,Postest,100
773,Postest,48.329122372121844
774,Postest,71.87395719120941
775,Postest,0
776,Postest,0
777,Postest,20.203079563331265
778,Postest,51.670877627878156
779,Postest,100
780,Postest,51.670877627878156
781,Postest,0
782,Postest,0
783,Postest,51.670877627878156
784,Postest,71.87395719120941
785,Postest,48.329122372121844
786,Postest,71.87395719120941
787,Postest,51.670877627878156
788,Postest,48.329122372121844
789,Postest,51.670877627878156
790,Postest,51.670877627878156
791,Postest,28.126042808790576
792,Postest,0
793,Postest,51.670877627878156
794,Postest,48.329122372121844
795,Postest,100
796,Postest,71.87395719120941
797,Postest,28.126042808790576
798,Postest,0
799,Postest,79.79692043666874
800,Postest,71.87395719120941
801,Postest,100
802,Postest,0
803,Postest,100
804,Postest,71.87395719120941
805,Postest,100
806,Postest,0
807,Postest,51.670877627878156
808,Postest,20.203079563331265
809,Postest,51.670877627878156
810,Postest,51.670877627878156
811,Postest,51.670877627878156
812,Postest,100
813,Postest,28.126042808790576
814,Postest,51.670877627878156
815,Postest,51.670877627878156
816,Postest,51.670877627878156
817,Postest,20.203079563331265
818,Postest,20.203079563331265
819,Postest,71.87395719120941
820,Postest,51.670877627878156
821,Postest,0
