,Nivel,Tipo de test,Valor
0,Avanzado,Pretest,100
1,Avanzado,Pretest,100
2,Avanzado,Pretest,100
3,Avanzado,Pretest,100
4,Avanzado,Pretest,100
5,Avanzado,Pretest,100
6,Avanzado,Pretest,100
7,Avanzado,Pretest,100
8,Avanzado,Pretest,100
9,Avanzado,Pretest,100
10,Avanzado,Pretest,97.28027043638598
11,Avanzado,Pretest,96.319913952059
12,Avanzado,Pretest,96.319913952059
13,Avanzado,Pretest,95.81284572833437
14,Avanzado,Pretest,95.81284572833437
15,Avanzado,Pretest,94.56054087277197
16,Avanzado,Pretest,93.60018438844497
17,Avanzado,Pretest,93.60018438844497
18,Avanzado,Pretest,93.60018438844497
19,Avanzado,Pretest,93.60018438844497
20,Avanzado,Pretest,91.84081130915796
21,Avanzado,Pretest,91.62569145666872
22,Avanzado,Pretest,91.62569145666872
23,Avanzado,Pretest,91.62569145666872
24,Avanzado,Pretest,90.88045482483096
25,Avanzado,Pretest,90.37338660110633
26,Avanzado,Pretest,89.41303011677934
27,Avanzado,Pretest,89.41303011677934
28,Avanzado,Pretest,89.41303011677934
29,Avanzado,Pretest,89.12108174554393
30,Avanzado,Pretest,89.12108174554393
31,Avanzado,Pretest,89.12108174554393
32,Avanzado,Pretest,88.98279041180085
33,Avanzado,Pretest,88.9059618930547
34,Avanzado,Pretest,88.9059618930547
35,Avanzado,Pretest,88.9059618930547
36,Avanzado,Pretest,88.45267363245236
37,Avanzado,Pretest,88.26060233558697
38,Avanzado,Pretest,87.75353411186232
39,Avanzado,Pretest,87.65365703749231
40,Avanzado,Pretest,87.43853718500307
41,Avanzado,Pretest,86.73939766441302
42,Avanzado,Pretest,86.69330055316533
43,Avanzado,Pretest,86.45513214505225
44,Avanzado,Pretest,86.1862323294407
45,Avanzado,Pretest,86.1862323294407
46,Avanzado,Pretest,86.01720958819912
47,Avanzado,Pretest,85.27965580823601
48,Avanzado,Pretest,85.22587584511369
49,Avanzado,Pretest,85.22587584511369
50,Avanzado,Pretest,84.48063921327598
51,Avanzado,Pretest,83.97357098955132
52,Avanzado,Pretest,83.73540258143822
53,Avanzado,Pretest,83.29748002458511
54,Avanzado,Pretest,83.25138291333744
55,Avanzado,Pretest,83.11309157959435
56,Avanzado,Pretest,82.14505224339274
57,Avanzado,Pretest,81.5457897971727
58,Avanzado,Pretest,81.0617701290719
59,Avanzado,Pretest,80.60848186846957
60,Avanzado,Pretest,80.5777504609711
61,Avanzado,Pretest,80.33958205285802
62,Avanzado,Pretest,80.29348494161032
63,Avanzado,Pretest,79.88629379225569
64,Avanzado,Pretest,79.78641671788567
65,Avanzado,Pretest,79.78641671788567
66,Avanzado,Pretest,79.11032575291948
67,Avanzado,Pretest,78.91825445605409
68,Avanzado,Pretest,78.82606023355869
69,Avanzado,Pretest,78.82606023355869
70,Avanzado,Pretest,78.82606023355869
71,Avanzado,Pretest,77.06668715427168
72,Avanzado,Pretest,76.9437615242778
73,Avanzado,Pretest,76.90534726490473
74,Avanzado,Pretest,76.65949600491703
75,Avanzado,Pretest,76.61339889366933
76,Avanzado,Pretest,76.39059618930547
77,Avanzado,Pretest,75.89121081745544
78,Avanzado,Pretest,75.8681622618316
79,Avanzado,Pretest,75.46097111247695
80,Avanzado,Pretest,75.43023970497849
81,Avanzado,Pretest,75.14597418561769
82,Avanzado,Pretest,74.99999999999999
83,Avanzado,Pretest,74.73110018438844
84,Avanzado,Pretest,74.63890596189306
85,Avanzado,Pretest,74.4237861094038
86,Avanzado,Pretest,74.40073755377998
87,Avanzado,Pretest,74.40073755377998
88,Avanzado,Pretest,74.1318377381684
89,Avanzado,Pretest,74.1318377381684
90,Avanzado,Pretest,74.1318377381684
91,Avanzado,Pretest,73.95513214505225
92,Avanzado,Pretest,73.95513214505225
93,Avanzado,Pretest,73.89366933005532
94,Avanzado,Pretest,73.89366933005532
95,Avanzado,Pretest,73.77074370006144
96,Avanzado,Pretest,73.67854947756605
97,Avanzado,Pretest,73.63245236631838
98,Avanzado,Pretest,73.47879532882607
99,Avanzado,Pretest,73.40964966195452
100,Avanzado,Pretest,73.38660110633066
101,Avanzado,Pretest,73.38660110633066
102,Avanzado,Pretest,73.38660110633066
103,Avanzado,Pretest,73.38660110633066
104,Avanzado,Pretest,73.38660110633066
105,Avanzado,Pretest,73.17148125384142
106,Avanzado,Pretest,73.04855562384756
107,Avanzado,Pretest,72.93331284572834
108,Avanzado,Pretest,72.9102642901045
109,Avanzado,Pretest,72.90258143822987
110,Avanzado,Pretest,72.4262446220037
111,Avanzado,Pretest,72.4262446220037
112,Avanzado,Pretest,72.37246465888137
113,Avanzado,Pretest,72.25722188076213
114,Avanzado,Pretest,71.4658881376767
115,Avanzado,Pretest,71.419791026429
116,Avanzado,Pretest,71.23540258143824
117,Avanzado,Pretest,70.47480024585127
118,Avanzado,Pretest,70.45175169022741
119,Avanzado,Pretest,70.27504609711124
120,Avanzado,Pretest,69.79870928088506
121,Avanzado,Pretest,69.56054087277195
122,Avanzado,Pretest,69.56054087277195
123,Avanzado,Pretest,69.39151813153043
124,Avanzado,Pretest,69.34542102028273
125,Avanzado,Pretest,69.32237246465888
126,Avanzado,Pretest,69.31468961278426
127,Avanzado,Pretest,69.0918869084204
128,Avanzado,Pretest,69.02274124154886
129,Avanzado,Pretest,68.88444990780577
130,Avanzado,Pretest,68.71542716656424
131,Avanzado,Pretest,68.71542716656424
132,Avanzado,Pretest,68.69237861094038
133,Avanzado,Pretest,68.69237861094038
134,Avanzado,Pretest,68.67701290719114
135,Avanzado,Pretest,68.53103872157345
136,Avanzado,Pretest,68.53103872157345
137,Avanzado,Pretest,68.53103872157345
138,Avanzado,Pretest,68.30055316533497
139,Avanzado,Pretest,68.14689612784267
140,Avanzado,Pretest,68.09311616472033
141,Avanzado,Pretest,68.06238475722188
142,Avanzado,Pretest,67.65519360786723
