,Género,Nivel,Tipo de test,Valor
1560,Masculino,Inicial,Pretest,53.89520590043024
1561,Masculino,Inicial,Pretest,53.82606023355869
1562,Femenino,Inicial,Pretest,53.82606023355869
1563,Masculino,Inicial,Pretest,53.82606023355869
1564,Femenino,Avanzado,Pretest,53.82606023355869
1565,Masculino,Inicial,Pretest,53.82606023355869
1566,Femenino,Inicial,Pretest,53.82606023355869
1567,Masculino,Inicial,Pretest,53.79532882606024
1568,Masculino,Inicial,Pretest,53.79532882606024
1569,Masculino,Inicial,Pretest,53.79532882606024
1570,Masculino,Inicial,Pretest,53.79532882606024
1571,Masculino,Inicial,Pretest,53.70313460356484
1572,Femenino,Inicial,Pretest,53.70313460356483
1573,Femenino,Avanzado,Pretest,53.680086047941
1574,Masculino,Inicial,Pretest,53.680086047941
1575,Masculino,Inicial,Pretest,53.680086047941
1576,Masculino,Inicial,Pretest,53.680086047941
1577,Masculino,Inicial,Pretest,53.680086047941
1578,Masculino,Inicial,Pretest,53.67240319606638
1579,Masculino,Inicial,Pretest,53.65703749231715
1580,Femenino,Inicial,Pretest,53.65703749231715
1581,Femenino,Inicial,Pretest,53.65703749231715
1582,Masculino,Inicial,Pretest,53.6339889366933
1583,Masculino,Avanzado,Pretest,53.48801475107561
1584,Femenino,Inicial,Pretest,53.39582052858021
1585,Masculino,Inicial,Pretest,53.3881376767056
1586,Masculino,Inicial,Pretest,53.38045482483097
1587,Masculino,Inicial,Pretest,53.37277197295636
1588,Masculino,Inicial,Pretest,53.34972341733252
1589,Femenino,Inicial,Pretest,53.31899200983404
1590,Masculino,Inicial,Pretest,53.31899200983404
1591,Masculino,Inicial,Pretest,53.31899200983404
1592,Masculino,Inicial,Pretest,53.28826060233559
1593,Masculino,Inicial,Pretest,53.28826060233559
1594,Masculino,Inicial,Pretest,53.28826060233559
1595,Femenino,Avanzado,Pretest,53.19606637984019
1596,Masculino,Inicial,Pretest,53.19606637984019
1597,Masculino,Avanzado,Pretest,53.19606637984019
1598,Femenino,Inicial,Pretest,53.19606637984019
1599,Masculino,Inicial,Pretest,53.19606637984019
1600,Masculino,Avanzado,Pretest,53.19606637984019
1601,Masculino,Inicial,Pretest,53.1499692685925
1602,Femenino,Inicial,Pretest,53.14228641671789
1603,Femenino,Inicial,Pretest,53.07314074984634
1604,Masculino,Inicial,Pretest,53.042409342347874
1605,Masculino,Inicial,Pretest,53.042409342347874
1606,Masculino,Inicial,Pretest,52.98094652735096
1607,Masculino,Inicial,Pretest,52.98094652735096
1608,Masculino,Inicial,Pretest,52.98094652735096
1609,Femenino,Inicial,Pretest,52.98094652735096
1610,Femenino,Inicial,Pretest,52.98094652735096
1611,Masculino,Inicial,Pretest,52.98094652735096
1612,Masculino,Inicial,Pretest,52.95789797172711
1613,Masculino,Inicial,Pretest,52.95789797172711
1614,Femenino,Inicial,Pretest,52.95789797172711
1615,Femenino,Inicial,Pretest,52.95789797172711
1616,Femenino,Inicial,Pretest,52.95789797172711
1617,Masculino,Inicial,Pretest,52.95789797172711
1618,Femenino,Inicial,Pretest,52.95789797172711
1619,Femenino,Inicial,Pretest,52.95789797172711
1620,Masculino,Inicial,Pretest,52.90411800860478
1621,Femenino,Inicial,Pretest,52.88106945298095
1622,Femenino,Inicial,Pretest,52.88106945298095
1623,Masculino,Avanzado,Pretest,52.85802089735711
1624,Masculino,Avanzado,Pretest,52.85802089735711
1625,Masculino,Inicial,Pretest,52.804240934234784
1626,Masculino,Avanzado,Pretest,52.78119237861095
1627,Femenino,Inicial,Pretest,52.78119237861095
1628,Masculino,Inicial,Pretest,52.78119237861095
1629,Femenino,Avanzado,Pretest,52.78119237861095
1630,Femenino,Inicial,Pretest,52.78119237861095
1631,Masculino,Avanzado,Pretest,52.78119237861095
1632,Femenino,Inicial,Pretest,52.78119237861095
1633,Femenino,Avanzado,Pretest,52.71972956361402
1634,Masculino,Inicial,Pretest,52.71972956361402
1635,Masculino,Avanzado,Pretest,52.71972956361402
1636,Femenino,Inicial,Pretest,52.71972956361402
1637,Masculino,Inicial,Pretest,52.71972956361402
1638,Femenino,Inicial,Pretest,52.71972956361402
1639,Femenino,Inicial,Pretest,52.71972956361402
1640,Femenino,Inicial,Pretest,52.71972956361402
1641,Masculino,Inicial,Pretest,52.68899815611554
1642,Masculino,Avanzado,Pretest,52.68899815611554
1643,Femenino,Inicial,Pretest,52.65058389674246
1644,Masculino,Inicial,Pretest,52.63521819299323
1645,Masculino,Avanzado,Pretest,52.61985248924401
1646,Masculino,Inicial,Pretest,52.61985248924401
1647,Masculino,Inicial,Pretest,52.596803933620166
1648,Masculino,Inicial,Pretest,52.458512599877075
1649,Masculino,Avanzado,Pretest,52.45082974800246
1650,Masculino,Inicial,Pretest,52.45082974800246
1651,Masculino,Inicial,Pretest,52.443146896127836
1652,Femenino,Inicial,Pretest,52.443146896127836
1653,Femenino,Inicial,Pretest,52.420098340504
1654,Femenino,Inicial,Pretest,52.38936693300552
1655,Masculino,Inicial,Pretest,52.38936693300552
1656,Masculino,Inicial,Pretest,52.327904118008604
1657,Masculino,Avanzado,Pretest,52.30485556238476
1658,Masculino,Inicial,Pretest,52.30485556238476
1659,Femenino,Inicial,Pretest,52.105101413644746
1660,Femenino,Inicial,Pretest,52.01290719114935
1661,Femenino,Inicial,Pretest,51.913030116779346
1662,Masculino,Inicial,Pretest,51.89766441303012
1663,Masculino,Avanzado,Pretest,51.86693300553167
1664,Femenino,Inicial,Pretest,51.82083589428396
1665,Masculino,Inicial,Pretest,51.82083589428396
1666,Femenino,Inicial,Pretest,51.82083589428396
1667,Masculino,Inicial,Pretest,51.80547019053473
1668,Masculino,Avanzado,Pretest,51.7516902274124
1669,Femenino,Avanzado,Pretest,51.73632452366318
1670,Femenino,Inicial,Pretest,51.728641671788566
1671,Femenino,Inicial,Pretest,51.728641671788566
1672,Femenino,Inicial,Pretest,51.728641671788566
1673,Femenino,Inicial,Pretest,51.728641671788566
1674,Femenino,Inicial,Pretest,51.728641671788566
1675,Masculino,Inicial,Pretest,51.62876459741857
1676,Masculino,Inicial,Pretest,51.62876459741857
1677,Femenino,Inicial,Pretest,51.62876459741857
1678,Masculino,Inicial,Pretest,51.61339889366933
1679,Masculino,Avanzado,Pretest,51.590350338045475
1680,Masculino,Inicial,Pretest,51.5519360786724
1681,Masculino,Avanzado,Pretest,51.5519360786724
1682,Masculino,Avanzado,Pretest,51.544253226797785
1683,Masculino,Avanzado,Pretest,51.53657037492317
1684,Masculino,Avanzado,Pretest,51.53657037492317
1685,Femenino,Inicial,Pretest,51.53657037492317
1686,Femenino,Inicial,Pretest,51.53657037492317
1687,Femenino,Inicial,Pretest,51.53657037492317
1688,Femenino,Inicial,Pretest,51.490473263675476
1689,Femenino,Inicial,Pretest,51.490473263675476
1690,Masculino,Inicial,Pretest,51.45974185617702
1691,Masculino,Inicial,Pretest,51.42901044867855
1692,Femenino,Inicial,Pretest,51.42901044867855
1693,Femenino,Inicial,Pretest,51.42901044867855
1694,Femenino,Inicial,Pretest,51.39827904118008
1695,Masculino,Inicial,Pretest,51.39827904118008
1696,Masculino,Avanzado,Pretest,51.39059618930547
1697,Masculino,Avanzado,Pretest,51.39059618930547
1698,Masculino,Inicial,Pretest,51.39059618930547
1699,Masculino,Avanzado,Pretest,51.39059618930547
1700,Masculino,Avanzado,Pretest,51.39059618930547
1701,Femenino,Inicial,Pretest,51.25998770743699
1702,Femenino,Inicial,Pretest,51.25230485556238
1703,Masculino,Inicial,Pretest,51.23693915181315
1704,Femenino,Inicial,Pretest,51.221573448063914
1705,Masculino,Inicial,Pretest,51.221573448063914
1706,Masculino,Inicial,Pretest,51.221573448063914
1707,Masculino,Inicial,Pretest,51.221573448063914
1708,Femenino,Inicial,Pretest,51.2138905961893
1709,Masculino,Inicial,Pretest,51.14474492931777
1710,Femenino,Inicial,Pretest,51.13706207744314
1711,Femenino,Inicial,Pretest,51.13706207744314
1712,Femenino,Avanzado,Pretest,51.10633066994469
1713,Masculino,Inicial,Pretest,51.10633066994469
1714,Femenino,Inicial,Pretest,51.10633066994469
1715,Masculino,Inicial,Pretest,51.04486785494776
1716,Femenino,Inicial,Pretest,51.014136447449296
1717,Femenino,Inicial,Pretest,50.983405039950824
1718,Masculino,Inicial,Pretest,50.96035648432699
1719,Femenino,Inicial,Pretest,50.952673632452374
1720,Femenino,Inicial,Pretest,50.937307928703135
1721,Masculino,Inicial,Pretest,50.937307928703135
1722,Femenino,Inicial,Pretest,50.868162261831586
1723,Masculino,Inicial,Pretest,50.86047940995698
1724,Masculino,Avanzado,Pretest,50.86047940995698
1725,Masculino,Inicial,Pretest,50.86047940995698
1726,Masculino,Inicial,Pretest,50.85279655808237
1727,Masculino,Inicial,Pretest,50.76060233558697
1728,Femenino,Avanzado,Pretest,50.745236631837734
1729,Masculino,Inicial,Pretest,50.71450522433928
1730,Masculino,Inicial,Pretest,50.71450522433928
1731,Masculino,Inicial,Pretest,50.68377381684081
1732,Masculino,Avanzado,Pretest,50.653042409342355
1733,Femenino,Inicial,Pretest,50.653042409342355
1734,Femenino,Inicial,Pretest,50.645359557467714
1735,Masculino,Inicial,Pretest,50.59926244622004
1736,Masculino,Inicial,Pretest,50.59926244622004
1737,Femenino,Inicial,Pretest,50.56853103872157
1738,Femenino,Inicial,Pretest,50.47633681622619
1739,Femenino,Avanzado,Pretest,50.47633681622619
1740,Femenino,Inicial,Pretest,50.47633681622619
1741,Masculino,Inicial,Pretest,50.47633681622619
1742,Femenino,Inicial,Pretest,50.47633681622619
1743,Femenino,Inicial,Pretest,50.47633681622619
1744,Femenino,Inicial,Pretest,50.47633681622619
1745,Femenino,Inicial,Pretest,50.437922556853096
1746,Femenino,Inicial,Pretest,50.40719114935464
1747,Femenino,Inicial,Pretest,50.23816840811309
1748,Masculino,Inicial,Pretest,50.23816840811309
1749,Masculino,Avanzado,Pretest,50.18438844499078
1750,Femenino,Inicial,Pretest,50.18438844499078
1751,Masculino,Inicial,Pretest,50.14597418561769
1752,Femenino,Inicial,Pretest,50.084511370620774
1753,Masculino,Inicial,Pretest,50.06914566687154
1754,Masculino,Avanzado,Pretest,50.02304855562385
1755,Masculino,Inicial,Pretest,50.00768285187461
1756,Masculino,Avanzado,Pretest,50.0
1757,Masculino,Inicial,Pretest,50.0
1758,Femenino,Avanzado,Pretest,50.0
1759,Masculino,Inicial,Pretest,50.0
1760,Masculino,Avanzado,Pretest,50.0
1761,Masculino,Inicial,Pretest,50.0
1762,Femenino,Avanzado,Pretest,50.0
1763,Masculino,Avanzado,Pretest,50.0
1764,Femenino,Inicial,Pretest,50.0
1765,Masculino,Inicial,Pretest,50.0
1766,Masculino,Inicial,Pretest,50.0
1767,Femenino,Inicial,Pretest,50.0
1768,Masculino,Inicial,Pretest,50.0
1769,Femenino,Avanzado,Pretest,50.0
1770,Femenino,Inicial,Pretest,50.0
1771,Masculino,Inicial,Pretest,50.0
1772,Masculino,Avanzado,Pretest,50.0
1773,Masculino,Avanzado,Pretest,50.0
1774,Femenino,Inicial,Pretest,50.0
1775,Femenino,Inicial,Pretest,50.0
1776,Femenino,Inicial,Pretest,50.0
1777,Femenino,Avanzado,Pretest,50.0
1778,Femenino,Inicial,Pretest,50.0
1779,Masculino,Inicial,Pretest,50.0
1780,Masculino,Inicial,Pretest,50.0
1781,Femenino,Inicial,Pretest,50.0
1782,Femenino,Inicial,Pretest,50.0
1783,Femenino,Inicial,Pretest,50.0
1784,Masculino,Inicial,Pretest,50.0
1785,Masculino,Inicial,Pretest,50.0
1786,Femenino,Avanzado,Pretest,50.0
1787,Masculino,Avanzado,Pretest,50.0
1788,Masculino,Inicial,Pretest,50.0
1789,Masculino,Avanzado,Pretest,50.0
1790,Masculino,Inicial,Pretest,50.0
1791,Femenino,Inicial,Pretest,50.0
1792,Masculino,Inicial,Pretest,50.0
1793,Masculino,Inicial,Pretest,50.0
1794,Femenino,Inicial,Pretest,50.0
1795,Masculino,Avanzado,Pretest,50.0
1796,Masculino,Avanzado,Pretest,50.0
1797,Masculino,Avanzado,Pretest,50.0
1798,Masculino,Avanzado,Pretest,50.0
1799,Femenino,Inicial,Pretest,50.0
1800,Femenino,Inicial,Pretest,50.0
1801,Femenino,Inicial,Pretest,50.0
1802,Masculino,Inicial,Pretest,50.0
1803,Femenino,Inicial,Pretest,50.0
1804,Femenino,Inicial,Pretest,50.0
1805,Femenino,Inicial,Pretest,50.0
1806,Femenino,Inicial,Pretest,50.0
1807,Femenino,Inicial,Pretest,50.0
1808,Masculino,Inicial,Pretest,50.0
1809,Masculino,Inicial,Pretest,50.0
1810,Masculino,Inicial,Pretest,50.0
1811,Femenino,Inicial,Pretest,50.0
1812,Masculino,Inicial,Pretest,50.0
1813,Masculino,Inicial,Pretest,50.0
1814,Femenino,Inicial,Pretest,50.0
1815,Femenino,Inicial,Pretest,50.0
1816,Masculino,Inicial,Pretest,50.0
1817,Masculino,Inicial,Pretest,50.0
1818,Femenino,Inicial,Pretest,50.0
1819,Femenino,Inicial,Pretest,50.0
1820,Femenino,Inicial,Pretest,50.0
1821,Masculino,Avanzado,Pretest,50.0
1822,Masculino,Avanzado,Pretest,50.0
1823,Masculino,Inicial,Pretest,50.0
1824,Masculino,Inicial,Pretest,50.0
1825,Masculino,Inicial,Pretest,50.0
1826,Masculino,Inicial,Pretest,50.0
1827,Masculino,Avanzado,Pretest,50.0
1828,Femenino,Inicial,Pretest,50.0
1829,Femenino,Inicial,Pretest,50.0
1830,Femenino,Inicial,Pretest,50.0
1831,Femenino,Inicial,Pretest,50.0
1832,Masculino,Inicial,Pretest,50.0
1833,Femenino,Avanzado,Pretest,50.0
1834,Femenino,Inicial,Pretest,50.0
1835,Femenino,Inicial,Pretest,50.0
1836,Femenino,Inicial,Pretest,50.0
1837,Masculino,Avanzado,Pretest,50.0
1838,Masculino,Inicial,Pretest,50.0
1839,Masculino,Inicial,Pretest,50.0
1840,Masculino,Inicial,Pretest,50.0
1841,Femenino,Inicial,Pretest,50.0
1842,Masculino,Inicial,Pretest,50.0
1843,Femenino,Inicial,Pretest,50.0
1844,Femenino,Inicial,Pretest,50.0
1845,Masculino,Avanzado,Pretest,50.0
1846,Masculino,Inicial,Pretest,50.0
1847,Femenino,Avanzado,Pretest,50.0
1848,Femenino,Inicial,Pretest,50.0
1849,Femenino,Inicial,Pretest,50.0
1850,Femenino,Inicial,Pretest,50.0
1851,Femenino,Inicial,Pretest,50.0
1852,Masculino,Inicial,Pretest,50.0
1853,Femenino,Inicial,Pretest,50.0
1854,Femenino,Inicial,Pretest,50.0
1855,Masculino,Inicial,Pretest,50.0
1856,Femenino,Inicial,Pretest,50.0
1857,Femenino,Inicial,Pretest,50.0
1858,Femenino,Inicial,Pretest,50.0
1859,Masculino,Inicial,Pretest,50.0
1860,Masculino,Inicial,Pretest,50.0
1861,Masculino,Inicial,Pretest,50.0
1862,Femenino,Inicial,Pretest,50.0
1863,Femenino,Inicial,Pretest,50.0
1864,Femenino,Inicial,Pretest,50.0
1865,Femenino,Inicial,Pretest,50.0
1866,Femenino,Inicial,Pretest,50.0
1867,Femenino,Inicial,Pretest,50.0
1868,Masculino,Inicial,Pretest,50.0
1869,Masculino,Inicial,Pretest,50.0
1870,Femenino,Avanzado,Pretest,50.0
1871,Masculino,Inicial,Pretest,50.0
1872,Femenino,Avanzado,Pretest,50.0
1873,Masculino,Avanzado,Pretest,50.0
1874,Femenino,Inicial,Pretest,50.0
1875,Masculino,Inicial,Pretest,50.0
1876,Masculino,Inicial,Pretest,50.0
1877,Femenino,Inicial,Pretest,50.0
1878,Masculino,Inicial,Pretest,50.0
1879,Masculino,Inicial,Pretest,50.0
1880,Masculino,Inicial,Pretest,50.0
1881,Femenino,Inicial,Pretest,50.0
1882,Femenino,Inicial,Pretest,50.0
1883,Femenino,Inicial,Pretest,50.0
1884,Masculino,Inicial,Pretest,50.0
1885,Masculino,Inicial,Pretest,49.98463429625077
1886,Masculino,Inicial,Pretest,49.97695144437615
1887,Masculino,Inicial,Pretest,49.96926859250153
1888,Masculino,Inicial,Pretest,49.93853718500307
1889,Masculino,Inicial,Pretest,49.93853718500307
1890,Masculino,Avanzado,Pretest,49.93853718500307
1891,Masculino,Inicial,Pretest,49.93853718500307
1892,Masculino,Avanzado,Pretest,49.93853718500307
1893,Masculino,Inicial,Pretest,49.93853718500307
1894,Femenino,Inicial,Pretest,49.92317148125384
1895,Masculino,Inicial,Pretest,49.92317148125384
1896,Femenino,Inicial,Pretest,49.89244007375538
1897,Masculino,Inicial,Pretest,49.89244007375538
1898,Femenino,Inicial,Pretest,49.838660110633064
1899,Masculino,Inicial,Pretest,49.73110018438844
1900,Femenino,Inicial,Pretest,49.669637369391516
1901,Femenino,Inicial,Pretest,49.608174554394594
1902,Masculino,Inicial,Pretest,49.608174554394594
1903,Femenino,Inicial,Pretest,49.5620774431469
1904,Femenino,Inicial,Pretest,49.46220036877689
1905,Masculino,Inicial,Pretest,49.46220036877689
1906,Masculino,Inicial,Pretest,49.46220036877689
1907,Femenino,Inicial,Pretest,49.40073755377996
1908,Femenino,Inicial,Pretest,49.39305470190535
1909,Femenino,Inicial,Pretest,49.35464044253227
1910,Masculino,Inicial,Pretest,49.30086047940996
1911,Femenino,Inicial,Pretest,49.27781192378611
1912,Femenino,Inicial,Pretest,49.27781192378611
1913,Femenino,Inicial,Pretest,49.27781192378611
1914,Masculino,Inicial,Pretest,49.27781192378611
1915,Masculino,Inicial,Pretest,49.200983405039956
1916,Femenino,Inicial,Pretest,49.10110633066995
1917,Masculino,Avanzado,Pretest,49.055009219422246
1918,Femenino,Inicial,Pretest,49.03964351567302
1919,Femenino,Inicial,Pretest,49.03964351567302
1920,Femenino,Inicial,Pretest,49.016594960049176
1921,Femenino,Inicial,Pretest,49.00891210817455
1922,Masculino,Inicial,Pretest,49.00891210817455
1923,Masculino,Avanzado,Pretest,49.00891210817455
1924,Masculino,Inicial,Pretest,49.00891210817455
1925,Femenino,Inicial,Pretest,49.00891210817455
1926,Femenino,Inicial,Pretest,49.00891210817455
1927,Femenino,Inicial,Pretest,48.985863552550704
1928,Femenino,Inicial,Pretest,48.985863552550704
1929,Masculino,Inicial,Pretest,48.985863552550704
1930,Femenino,Avanzado,Pretest,48.95513214505225
1931,Femenino,Inicial,Pretest,48.95513214505225
1932,Femenino,Inicial,Pretest,48.92440073755378
1933,Femenino,Inicial,Pretest,48.92440073755378
1934,Femenino,Inicial,Pretest,48.77074370006147
1935,Femenino,Inicial,Pretest,48.77074370006147
1936,Masculino,Inicial,Pretest,48.77074370006147
1937,Masculino,Inicial,Pretest,48.77074370006147
1938,Femenino,Inicial,Pretest,48.77074370006147
1939,Femenino,Avanzado,Pretest,48.74769514443762
1940,Masculino,Inicial,Pretest,48.740012292563
1941,Femenino,Avanzado,Pretest,48.70928088506454
1942,Femenino,Inicial,Pretest,48.70928088506454
1943,Femenino,Inicial,Pretest,48.61708666256914
1944,Masculino,Inicial,Pretest,48.57867240319606
1945,Masculino,Inicial,Pretest,48.55562384757222
1946,Masculino,Inicial,Pretest,48.55562384757222
1947,Masculino,Inicial,Pretest,48.55562384757222
1948,Masculino,Avanzado,Pretest,48.53257529194837
1949,Femenino,Inicial,Pretest,48.53257529194837
1950,Masculino,Inicial,Pretest,48.53257529194837
1951,Femenino,Inicial,Pretest,48.48647818070068
1952,Masculino,Inicial,Pretest,48.455746773202215
1953,Femenino,Inicial,Pretest,48.455746773202215
1954,Masculino,Avanzado,Pretest,48.4480639213276
1955,Femenino,Inicial,Pretest,48.43269821757837
1956,Masculino,Inicial,Pretest,48.42501536570376
1957,Femenino,Inicial,Pretest,48.41733251382914
1958,Masculino,Inicial,Pretest,48.41733251382913
1959,Masculino,Avanzado,Pretest,48.41733251382913
1960,Femenino,Inicial,Pretest,48.27904118008604
1961,Femenino,Inicial,Pretest,48.27135832821143
1962,Femenino,Inicial,Pretest,48.24830977258759
1963,Masculino,Inicial,Pretest,48.24062692071297
1964,Masculino,Inicial,Pretest,48.23294406883836
1965,Femenino,Inicial,Pretest,48.23294406883836
1966,Femenino,Avanzado,Pretest,48.21757836508912
1967,Femenino,Inicial,Pretest,48.14074984634296
1968,Masculino,Inicial,Pretest,48.07928703134603
1969,Femenino,Avanzado,Pretest,48.04855562384758
1970,Femenino,Inicial,Pretest,48.01014136447449
1971,Masculino,Inicial,Pretest,47.99477566072526
1972,Femenino,Inicial,Pretest,47.99477566072526
1973,Femenino,Avanzado,Pretest,47.99477566072526
1974,Masculino,Avanzado,Pretest,47.979409956976035
1975,Masculino,Avanzado,Pretest,47.964044253226795
1976,Masculino,Inicial,Pretest,47.94867854947757
1977,Masculino,Inicial,Pretest,47.91026429010449
1978,Femenino,Inicial,Pretest,47.91026429010449
1979,Femenino,Inicial,Pretest,47.91026429010449
1980,Masculino,Inicial,Pretest,47.91026429010449
1981,Femenino,Inicial,Pretest,47.91026429010449
1982,Masculino,Inicial,Pretest,47.91026429010449
1983,Femenino,Inicial,Pretest,47.91026429010449
1984,Femenino,Inicial,Pretest,47.91026429010449
1985,Masculino,Avanzado,Pretest,47.91026429010449
1986,Femenino,Inicial,Pretest,47.91026429010449
1987,Femenino,Inicial,Pretest,47.91026429010449
1988,Femenino,Inicial,Pretest,47.91026429010449
1989,Masculino,Inicial,Pretest,47.91026429010449
1990,Femenino,Inicial,Pretest,47.87953288260602
1991,Masculino,Inicial,Pretest,47.81038721573448
1992,Femenino,Inicial,Pretest,47.81038721573448
1993,Masculino,Inicial,Pretest,47.81038721573448
1994,Masculino,Inicial,Pretest,47.80270436385986
1995,Femenino,Inicial,Pretest,47.80270436385986
1996,Femenino,Inicial,Pretest,47.80270436385986
1997,Masculino,Inicial,Pretest,47.78733866011064
1998,Femenino,Inicial,Pretest,47.7719729563614
1999,Femenino,Inicial,Pretest,47.7719729563614
2000,Masculino,Avanzado,Pretest,47.74892440073755
2001,Masculino,Inicial,Pretest,47.74124154886294
2002,Femenino,Inicial,Pretest,47.71051014136447
2003,Femenino,Inicial,Pretest,47.71051014136447
2004,Masculino,Inicial,Pretest,47.679778733866016
2005,Masculino,Inicial,Pretest,47.679778733866016
2006,Masculino,Inicial,Pretest,47.672095881991396
2007,Masculino,Inicial,Pretest,47.541487400122925
2008,Masculino,Inicial,Pretest,47.541487400122925
2009,Femenino,Inicial,Pretest,47.541487400122925
2010,Masculino,Inicial,Pretest,47.541487400122925
2011,Femenino,Inicial,Pretest,47.541487400122925
2012,Femenino,Inicial,Pretest,47.541487400122925
2013,Femenino,Inicial,Pretest,47.541487400122925
2014,Masculino,Inicial,Pretest,47.541487400122925
2015,Masculino,Inicial,Pretest,47.533804548248305
2016,Femenino,Inicial,Pretest,47.51843884449908
2017,Masculino,Inicial,Pretest,47.464658881376764
2018,Femenino,Inicial,Pretest,47.46465888137676
2019,Femenino,Inicial,Pretest,47.46465888137676
2020,Femenino,Inicial,Pretest,47.456976029502144
2021,Femenino,Avanzado,Pretest,47.441610325752926
2022,Femenino,Inicial,Pretest,47.441610325752926
2023,Femenino,Inicial,Pretest,47.4339274738783
2024,Masculino,Inicial,Pretest,47.36478180700676
2025,Masculino,Inicial,Pretest,47.33405039950829
2026,Femenino,Inicial,Pretest,47.303318992009835
2027,Femenino,Avanzado,Pretest,47.303318992009835
2028,Masculino,Avanzado,Pretest,47.28027043638598
2029,Femenino,Inicial,Pretest,47.28027043638598
2030,Masculino,Inicial,Pretest,47.28027043638598
2031,Masculino,Inicial,Pretest,47.28027043638598
2032,Femenino,Inicial,Pretest,47.28027043638598
2033,Femenino,Avanzado,Pretest,47.28027043638598
2034,Masculino,Inicial,Pretest,47.21880762138906
2035,Femenino,Inicial,Pretest,47.20344191763983
2036,Femenino,Inicial,Pretest,47.180393362015984
2037,Femenino,Inicial,Pretest,47.126613398893674
2038,Femenino,Inicial,Pretest,47.08051628764597
2039,Femenino,Inicial,Pretest,47.06515058389674
2040,Femenino,Inicial,Pretest,47.04210202827289
2041,Masculino,Inicial,Pretest,47.04210202827289
2042,Femenino,Inicial,Pretest,47.04210202827289
2043,Femenino,Inicial,Pretest,47.03441917639828
2044,Masculino,Inicial,Pretest,47.01905347264905
2045,Femenino,Avanzado,Pretest,46.98063921327597
2046,Femenino,Inicial,Pretest,46.97295636140135
2047,Femenino,Inicial,Pretest,46.865396435156725
2048,Femenino,Inicial,Pretest,46.84234787953289
2049,Masculino,Inicial,Pretest,46.84234787953289
2050,Masculino,Inicial,Pretest,46.84234787953289
2051,Masculino,Inicial,Pretest,46.84234787953289
2052,Masculino,Avanzado,Pretest,46.82698217578365
2053,Masculino,Inicial,Pretest,46.79625076828519
2054,Masculino,Inicial,Pretest,46.681007990165945
2055,Masculino,Inicial,Pretest,46.66564228641673
2056,Femenino,Inicial,Pretest,46.66564228641673
2057,Femenino,Inicial,Pretest,46.60417947141979
2058,Femenino,Inicial,Pretest,46.60417947141979
2059,Femenino,Inicial,Pretest,46.581130915795946
2060,Masculino,Inicial,Pretest,46.558082360172094
2061,Femenino,Inicial,Pretest,46.55039950829748
2062,Femenino,Avanzado,Pretest,46.504302397049784
2063,Masculino,Inicial,Pretest,46.48125384142593
2064,Femenino,Inicial,Pretest,46.48125384142593
2065,Masculino,Inicial,Pretest,46.48125384142593
2066,Masculino,Inicial,Pretest,46.435156730178235
2067,Masculino,Inicial,Pretest,46.40442532267978
2068,Femenino,Inicial,Pretest,46.381376767055926
2069,Femenino,Avanzado,Pretest,46.3660110633067
2070,Femenino,Inicial,Pretest,46.319913952059004
2071,Masculino,Avanzado,Pretest,46.31223110018439
2072,Masculino,Inicial,Pretest,46.312231100184384
2073,Femenino,Inicial,Pretest,46.30454824830977
2074,Femenino,Inicial,Pretest,46.30454824830977
2075,Masculino,Inicial,Pretest,46.28918254456054
2076,Masculino,Inicial,Pretest,46.28918254456054
2077,Femenino,Avanzado,Pretest,46.28918254456054
2078,Masculino,Avanzado,Pretest,46.23540258143824
2079,Masculino,Avanzado,Pretest,46.23540258143824
2080,Masculino,Avanzado,Pretest,46.21235402581438
2081,Masculino,Inicial,Pretest,46.19698832206515
2082,Femenino,Inicial,Pretest,46.19698832206515
2083,Femenino,Inicial,Pretest,46.15089121081745
2084,Masculino,Inicial,Pretest,46.127842655193604
2085,Femenino,Inicial,Pretest,46.097111247695146
2086,Femenino,Inicial,Pretest,46.08942839582053
2087,Masculino,Inicial,Pretest,46.066379840196674
2088,Masculino,Inicial,Pretest,46.05101413644745
2089,Femenino,Avanzado,Pretest,46.05101413644745
2090,Femenino,Inicial,Pretest,46.05101413644745
2091,Femenino,Inicial,Pretest,46.05101413644745
2092,Femenino,Inicial,Pretest,45.98955132145053
2093,Masculino,Inicial,Pretest,45.98955132145053
2094,Femenino,Inicial,Pretest,45.98955132145053
2095,Femenino,Inicial,Pretest,45.98955132145053
2096,Masculino,Inicial,Pretest,45.90503995082975
2097,Femenino,Inicial,Pretest,45.8358942839582
2098,Masculino,Avanzado,Pretest,45.82052858020897
2099,Femenino,Avanzado,Pretest,45.82052858020897
2100,Femenino,Avanzado,Pretest,45.82052858020897
2101,Masculino,Inicial,Pretest,45.82052858020897
2102,Femenino,Inicial,Pretest,45.81284572833436
2103,Femenino,Inicial,Pretest,45.81284572833436
2104,Masculino,Avanzado,Pretest,45.81284572833436
2105,Femenino,Inicial,Pretest,45.81284572833436
2106,Masculino,Inicial,Pretest,45.81284572833436
2107,Masculino,Inicial,Pretest,45.81284572833436
2108,Masculino,Avanzado,Pretest,45.81284572833436
2109,Femenino,Inicial,Pretest,45.81284572833436
2110,Masculino,Avanzado,Pretest,45.81284572833436
2111,Masculino,Inicial,Pretest,45.81284572833436
2112,Femenino,Inicial,Pretest,45.81284572833436
