,Género,Nivel,Tipo de test,Valor
5457,Masculino,Avanzado,Postest,13.975107559926245
5458,Masculino,Inicial,Postest,59.95697602950215
5459,Masculino,Inicial,Postest,66.41057160417947
5460,Masculino,Inicial,Postest,50.0
5461,Masculino,Inicial,Postest,48.48647818070068
5462,Masculino,Avanzado,Postest,94.56054087277197
5463,Masculino,Avanzado,Postest,84.26551936078673
5464,Masculino,Inicial,Postest,74.40073755377998
5465,Masculino,Inicial,Postest,64.60510141364475
5466,Masculino,Inicial,Postest,64.41303011677934
5467,Masculino,Inicial,Postest,57.6521204671174
5468,Masculino,Inicial,Postest,56.3921327596804
5469,Masculino,Inicial,Postest,55.915795943454214
5470,Femenino,Avanzado,Postest,55.170559311616465
5471,Femenino,Inicial,Postest,54.83251382913337
5472,Femenino,Inicial,Postest,54.394591272280266
5473,Masculino,Inicial,Postest,54.110325752919486
5474,Masculino,Inicial,Postest,53.82606023355869
5475,Femenino,Inicial,Postest,51.84388444990782
5476,Masculino,Inicial,Postest,44.752612169637366
5477,Femenino,Inicial,Postest,44.55285802089736
5478,Masculino,Inicial,Postest,42.90104486785494
5479,Femenino,Inicial,Postest,0.0
5480,Masculino,Inicial,Postest,59.4499078057775
5481,Masculino,Inicial,Postest,54.110325752919486
5482,Femenino,Inicial,Postest,44.1379840196681
5483,Femenino,Inicial,Postest,36.255377996312234
5484,Masculino,Inicial,Postest,68.69237861094038
5485,Femenino,Inicial,Postest,56.976029502151206
5486,Masculino,Inicial,Postest,49.492931776275356
5487,Masculino,Inicial,Postest,52.67363245236631
5488,Femenino,Avanzado,Postest,47.03441917639828
5489,Masculino,Inicial,Postest,53.82606023355869
5490,Masculino,Inicial,Postest,76.89766441303011
5491,Masculino,Inicial,Postest,72.28027043638599
5492,Masculino,Inicial,Postest,53.19606637984019
5493,Femenino,Avanzado,Postest,44.583589428395825
5494,Femenino,Avanzado,Postest,65.28119237861094
5495,Masculino,Inicial,Postest,64.41303011677934
5496,Masculino,Inicial,Postest,60.440995697602936
5497,Masculino,Inicial,Postest,57.77504609711125
5498,Masculino,Inicial,Postest,56.11555009219422
5499,Masculino,Inicial,Postest,56.11555009219422
5500,Masculino,Inicial,Postest,46.33527965580824
5501,Femenino,Inicial,Postest,46.319913952059004
5502,Masculino,Avanzado,Postest,89.69729563614013
5503,Masculino,Inicial,Postest,57.79041180086048
5504,Masculino,Inicial,Postest,47.99477566072526
5505,Femenino,Inicial,Postest,89.69729563614013
5506,Femenino,Inicial,Postest,74.99999999999999
5507,Masculino,Inicial,Postest,64.41303011677934
5508,Masculino,Inicial,Postest,30.91579594345421
5509,Femenino,Inicial,Postest,50.43023970497848
5510,Masculino,Inicial,Postest,68.600184388445
5511,Masculino,Inicial,Postest,74.63890596189306
5512,Masculino,Inicial,Postest,62.576828518746154
5513,Femenino,Avanzado,Postest,63.468039336201585
5514,Masculino,Inicial,Postest,54.394591272280266
5515,Masculino,Inicial,Postest,53.46496619545176
5516,Femenino,Inicial,Postest,32.14505224339275
5517,Femenino,Inicial,Postest,36.685617701290724
5518,Femenino,Inicial,Postest,65.83435771358327
5519,Masculino,Inicial,Postest,0.0
5520,Masculino,Inicial,Postest,51.65949600491702
5521,Masculino,Inicial,Postest,46.558082360172094
5522,Masculino,Avanzado,Postest,76.59035033804548
5523,Masculino,Inicial,Postest,74.73110018438844
5524,Masculino,Inicial,Postest,61.69330055316533
5525,Femenino,Inicial,Postest,49.51598033189919
5526,Masculino,Inicial,Postest,47.28027043638598
5527,Femenino,Inicial,Postest,72.28027043638599
5528,Femenino,Inicial,Postest,54.42532267977873
5529,Femenino,Inicial,Postest,50.96035648432697
5530,Femenino,Inicial,Postest,51.490473263675476
5531,Masculino,Inicial,Postest,74.99999999999999
5532,Masculino,Inicial,Postest,37.20036877688999
5533,Masculino,Inicial,Postest,55.33958205285801
5534,Masculino,Avanzado,Postest,84.48063921327595
5535,Femenino,Inicial,Postest,66.87922556853104
5536,Masculino,Inicial,Postest,72.51843884449907
5537,Masculino,Inicial,Postest,63.39889366933006
5538,Femenino,Avanzado,Postest,59.40381069452981
5539,Masculino,Avanzado,Postest,70.81284572833435
5540,Femenino,Inicial,Postest,69.56054087277195
5541,Femenino,Inicial,Postest,68.09311616472033
5542,Femenino,Avanzado,Postest,67.85494775660725
5543,Femenino,Inicial,Postest,66.6256914566687
5544,Masculino,Inicial,Postest,65.03534111862324
5545,Masculino,Inicial,Postest,54.110325752919486
5546,Masculino,Inicial,Postest,83.73540258143822
5547,Masculino,Inicial,Postest,70.09065765212046
5548,Masculino,Inicial,Postest,66.59496004917025
5549,Masculino,Inicial,Postest,66.35679164105717
5550,Masculino,Avanzado,Postest,66.07252612169637
5551,Masculino,Inicial,Postest,59.5958819913952
5552,Masculino,Inicial,Postest,56.87615242778118
5553,Masculino,Inicial,Postest,46.52735095267364
5554,Masculino,Inicial,Postest,46.319913952059004
5555,Masculino,Inicial,Postest,44.55285802089736
5556,Femenino,Inicial,Postest,39.93546404425323
5557,Femenino,Inicial,Postest,36.255377996312234
5558,Masculino,Inicial,Postest,57.506146281499696
5559,Masculino,Inicial,Postest,24.6619545175169
5560,Masculino,Inicial,Postest,95.81284572833437
5561,Femenino,Inicial,Postest,73.1637984019668
5562,Masculino,Inicial,Postest,45.27504609711124
5563,Femenino,Inicial,Postest,46.58881376767056
5564,Femenino,Avanzado,Postest,41.59496004917025
5565,Femenino,Avanzado,Postest,55.86201598033189
5566,Masculino,Inicial,Postest,89.41303011677934
5567,Masculino,Inicial,Postest,72.9102642901045
5568,Masculino,Inicial,Postest,65.01229256299939
5569,Masculino,Avanzado,Postest,63.09157959434542
5570,Masculino,Avanzado,Postest,53.79532882606024
5571,Masculino,Inicial,Postest,42.60909649661955
5572,Masculino,Avanzado,Postest,11.831591886908422
5573,Masculino,Inicial,Postest,10.586969883220652
5574,Masculino,Inicial,Postest,0.0
5575,Femenino,Avanzado,Postest,66.79471419791027
5576,Femenino,Inicial,Postest,43.37738168408112
5577,Masculino,Inicial,Postest,89.41303011677934
5578,Femenino,Inicial,Postest,64.41303011677934
5579,Masculino,Inicial,Postest,53.82606023355869
5580,Femenino,Inicial,Postest,27.957897971727107
5581,Masculino,Inicial,Postest,57.33712354025814
5582,Masculino,Inicial,Postest,51.674861708666256
5583,Masculino,Inicial,Postest,50.952673632452374
5584,Masculino,Inicial,Postest,61.378303626306085
5585,Femenino,Inicial,Postest,29.448371235402583
5586,Femenino,Inicial,Postest,45.351874615857405
5587,Masculino,Inicial,Postest,34.741856177012906
5588,Masculino,Inicial,Postest,39.21327596803933
5589,Masculino,Inicial,Postest,48.58635525507067
5590,Masculino,Inicial,Postest,71.41210817455439
5591,Femenino,Inicial,Postest,66.6256914566687
5592,Masculino,Inicial,Postest,57.6521204671174
5593,Femenino,Inicial,Postest,32.25261216963737
5594,Masculino,Inicial,Postest,70.81284572833435
5595,Masculino,Inicial,Postest,74.92317148125383
5596,Masculino,Inicial,Postest,57.09895513214504
5597,Masculino,Inicial,Postest,28.680086047940996
5598,Masculino,Inicial,Postest,63.28365089121082
5599,Masculino,Inicial,Postest,76.89766441303011
5600,Masculino,Avanzado,Postest,56.399815611555006
5601,Masculino,Avanzado,Postest,58.835279655808236
5602,Masculino,Avanzado,Postest,58.29748002458513
5603,Masculino,Inicial,Postest,57.990165949600495
5604,Masculino,Inicial,Postest,60.5639213275968
5605,Masculino,Inicial,Postest,71.05101413644745
5606,Masculino,Inicial,Postest,49.2701290719115
5607,Masculino,Inicial,Postest,100.0
5608,Femenino,Inicial,Postest,91.62569145666872
5609,Masculino,Inicial,Postest,78.82606023355869
5610,Masculino,Inicial,Postest,70.45175169022741
5611,Masculino,Inicial,Postest,68.14689612784267
5612,Masculino,Inicial,Postest,63.09157959434542
5613,Masculino,Inicial,Postest,62.22341733251383
5614,Masculino,Inicial,Postest,53.82606023355869
5615,Masculino,Avanzado,Postest,51.10633066994469
5616,Masculino,Inicial,Postest,33.18992009834051
5617,Masculino,Inicial,Postest,52.089735709895514
5618,Femenino,Inicial,Postest,72.99477566072525
5619,Masculino,Avanzado,Postest,67.37092808850646
5620,Femenino,Inicial,Postest,50.0
5621,Femenino,Inicial,Postest,78.60325752919483
5622,Femenino,Inicial,Postest,31.230792870313458
5623,Masculino,Inicial,Postest,39.93546404425323
5624,Masculino,Inicial,Postest,30.232022126613394
5625,Masculino,Inicial,Postest,89.41303011677934
5626,Femenino,Inicial,Postest,86.1862323294407
5627,Masculino,Avanzado,Postest,76.10633066994468
5628,Masculino,Avanzado,Postest,61.186232329440685
5629,Femenino,Inicial,Postest,45.61309157959435
5630,Masculino,Inicial,Postest,49.2240319606638
5631,Femenino,Inicial,Postest,56.092501536570374
5632,Femenino,Inicial,Postest,64.0980331899201
5633,Femenino,Inicial,Postest,69.49139520590042
5634,Masculino,Inicial,Postest,70.81284572833435
5635,Masculino,Avanzado,Postest,67.82421634910878
5636,Masculino,Inicial,Postest,59.2578365089121
5637,Masculino,Inicial,Postest,56.27688998156116
5638,Femenino,Inicial,Postest,49.89244007375538
5639,Femenino,Avanzado,Postest,45.782114320835895
5640,Masculino,Inicial,Postest,42.370928088506446
5641,Masculino,Inicial,Postest,30.055316533497233
5642,Masculino,Inicial,Postest,37.37707437000615
5643,Masculino,Inicial,Postest,39.413030116779346
5644,Femenino,Inicial,Postest,38.42962507682852
5645,Femenino,Inicial,Postest,45.305777504609715
5646,Femenino,Inicial,Postest,23.53257529194837
5647,Masculino,Inicial,Postest,55.915795943454214
5648,Masculino,Inicial,Postest,49.492931776275356
5649,Masculino,Inicial,Postest,63.97510755992625
5650,Masculino,Avanzado,Postest,16.195451751690225
5651,Femenino,Inicial,Postest,53.82606023355869
5652,Femenino,Inicial,Postest,69.99078057775046
5653,Masculino,Inicial,Postest,69.70651505838967
5654,Femenino,Inicial,Postest,53.82606023355869
5655,Femenino,Inicial,Postest,74.17793484941609
5656,Femenino,Inicial,Postest,59.93392747387829
5657,Masculino,Inicial,Postest,58.10540872771972
5658,Masculino,Inicial,Postest,61.240012292562994
5659,Masculino,Inicial,Postest,75.88352796558084
5660,Femenino,Inicial,Postest,59.265519360786726
5661,Femenino,Inicial,Postest,58.29748002458513
5662,Masculino,Inicial,Postest,59.787953288260596
5663,Masculino,Avanzado,Postest,44.314689612784264
5664,Masculino,Inicial,Postest,30.377996312231097
5665,Femenino,Inicial,Postest,44.867854947756605
5666,Femenino,Inicial,Postest,53.82606023355869
5667,Masculino,Inicial,Postest,77.16656422864168
5668,Femenino,Inicial,Postest,53.82606023355869
5669,Masculino,Avanzado,Postest,55.915795943454214
5670,Femenino,Inicial,Postest,38.72925629993854
5671,Masculino,Inicial,Postest,50.03073140749845
5672,Femenino,Inicial,Postest,51.94376152427781
5673,Masculino,Inicial,Postest,61.69330055316533
5674,Masculino,Inicial,Postest,77.1819299323909
5675,Femenino,Avanzado,Postest,72.99477566072525
5676,Femenino,Inicial,Postest,68.69237861094038
5677,Masculino,Inicial,Postest,36.01720958819914
5678,Femenino,Inicial,Postest,44.29932390903503
5679,Femenino,Inicial,Postest,70.02151198524892
5680,Masculino,Avanzado,Postest,60.225875845113706
5681,Femenino,Inicial,Postest,61.78549477566072
5682,Femenino,Inicial,Postest,55.915795943454214
5683,Masculino,Inicial,Postest,30.33958205285802
5684,Masculino,Inicial,Postest,72.28027043638599
5685,Femenino,Inicial,Postest,55.60079901659496
5686,Femenino,Inicial,Postest,89.69729563614013
5687,Femenino,Inicial,Postest,56.54578979717271
5688,Masculino,Inicial,Postest,72.71051014136448
5689,Femenino,Inicial,Postest,50.86047940995698
5690,Masculino,Avanzado,Postest,29.832513829133372
5691,Femenino,Inicial,Postest,42.370928088506446
5692,Masculino,Inicial,Postest,66.87922556853104
5693,Femenino,Avanzado,Postest,70.81284572833435
5694,Femenino,Inicial,Postest,52.95789797172711
5695,Femenino,Inicial,Postest,36.255377996312234
5696,Masculino,Inicial,Postest,53.82606023355869
5697,Masculino,Inicial,Postest,44.314689612784264
5698,Masculino,Inicial,Postest,66.6256914566687
5699,Masculino,Inicial,Postest,19.314689612784267
5700,Femenino,Inicial,Postest,71.05101413644745
5701,Femenino,Avanzado,Postest,53.680086047941
5702,Masculino,Avanzado,Postest,37.20036877688999
5703,Femenino,Avanzado,Postest,30.73909035033805
5704,Femenino,Inicial,Postest,54.394591272280266
5705,Masculino,Inicial,Postest,41.14167178856791
5706,Femenino,Inicial,Postest,44.314689612784264
5707,Femenino,Inicial,Postest,29.640442532267976
5708,Femenino,Inicial,Postest,54.32544560540873
5709,Femenino,Inicial,Postest,50.0
5710,Femenino,Inicial,Postest,48.77074370006147
5711,Masculino,Inicial,Postest,81.6379840196681
5712,Femenino,Inicial,Postest,66.6256914566687
5713,Masculino,Inicial,Postest,60.73294406883836
5714,Femenino,Inicial,Postest,56.54578979717271
5715,Masculino,Avanzado,Postest,49.92317148125384
5716,Masculino,Inicial,Postest,40.12753534111862
5717,Femenino,Inicial,Postest,40.56545789797173
5718,Masculino,Inicial,Postest,66.6256914566687
5719,Masculino,Inicial,Postest,50.0
5720,Femenino,Inicial,Postest,8.873693915181317
5721,Femenino,Inicial,Postest,39.413030116779346
5722,Femenino,Inicial,Postest,28.011677934849416
5723,Masculino,Inicial,Postest,59.5958819913952
5724,Femenino,Inicial,Postest,42.65519360786724
5725,Masculino,Inicial,Postest,38.01475107559926
5726,Masculino,Inicial,Postest,62.576828518746154
5727,Masculino,Inicial,Postest,35.86355255070682
5728,Masculino,Inicial,Postest,66.00338045482482
5729,Femenino,Avanzado,Postest,50.0
5730,Femenino,Inicial,Postest,39.49754148740012
5731,Femenino,Inicial,Postest,62.22341733251383
5732,Masculino,Inicial,Postest,52.95789797172711
5733,Masculino,Inicial,Postest,41.79471419791027
5734,Masculino,Inicial,Postest,74.05500921942226
5735,Masculino,Inicial,Postest,60.51014136447449
5736,Femenino,Inicial,Postest,55.57775046097111
5737,Masculino,Inicial,Postest,50.0
5738,Masculino,Inicial,Postest,42.854947756607245
5739,Masculino,Inicial,Postest,69.99078057775046
5740,Masculino,Inicial,Postest,62.22341733251383
5741,Masculino,Avanzado,Postest,44.084204056545786
5742,Masculino,Inicial,Postest,48.455746773202215
5743,Femenino,Inicial,Postest,78.82606023355869
5744,Masculino,Inicial,Postest,39.413030116779346
5745,Femenino,Inicial,Postest,65.01229256299939
5746,Masculino,Inicial,Postest,100.0
5747,Masculino,Inicial,Postest,57.6521204671174
5748,Femenino,Inicial,Postest,53.0500921942225
5749,Masculino,Inicial,Postest,49.87707437000615
5750,Masculino,Inicial,Postest,36.255377996312234
5751,Masculino,Inicial,Postest,64.41303011677934
5752,Masculino,Inicial,Postest,59.35771358328211
5753,Masculino,Inicial,Postest,69.03042409342349
5754,Masculino,Avanzado,Postest,77.85802089735708
5755,Femenino,Inicial,Postest,27.93484941610325
5756,Femenino,Inicial,Postest,38.245236631837734
5757,Masculino,Inicial,Postest,58.63552550706822
5758,Femenino,Inicial,Postest,18.738475722188078
5759,Masculino,Inicial,Postest,62.41548862937921
5760,Masculino,Inicial,Postest,77.5737553779963
5761,Masculino,Inicial,Postest,69.2301782421635
5762,Masculino,Avanzado,Postest,50.0
5763,Masculino,Inicial,Postest,50.0
5764,Femenino,Inicial,Postest,18.13921327596804
5765,Masculino,Inicial,Postest,74.99999999999999
5766,Masculino,Inicial,Postest,59.5958819913952
5767,Femenino,Inicial,Postest,56.814689612784264
5768,Femenino,Avanzado,Postest,33.73540258143823
5769,Masculino,Inicial,Postest,79.59434542102028
5770,Masculino,Inicial,Postest,62.077443146896115
5771,Masculino,Inicial,Postest,55.170559311616465
5772,Masculino,Inicial,Postest,25.507068223724648
5773,Masculino,Inicial,Postest,11.25537799631223
5774,Masculino,Inicial,Postest,63.79071911493547
5775,Masculino,Avanzado,Postest,51.53657037492317
5776,Femenino,Inicial,Postest,37.6459741856177
5777,Masculino,Inicial,Postest,68.83835279655808
5778,Femenino,Inicial,Postest,61.01720958819914
5779,Femenino,Inicial,Postest,50.76828518746158
5780,Femenino,Inicial,Postest,50.0
5781,Femenino,Inicial,Postest,45.32882606023356
5782,Masculino,Inicial,Postest,36.47049784880147
5783,Masculino,Inicial,Postest,18.47725875845114
5784,Femenino,Inicial,Postest,53.87984019668101
5785,Masculino,Avanzado,Postest,74.92317148125383
5786,Masculino,Inicial,Postest,73.95513214505225
5787,Masculino,Inicial,Postest,63.63706207744314
5788,Femenino,Inicial,Postest,57.260295021511986
5789,Femenino,Inicial,Postest,56.10018438844499
5790,Femenino,Inicial,Postest,42.370928088506446
5791,Femenino,Inicial,Postest,36.45513214505225
5792,Masculino,Inicial,Postest,28.972034419176396
5793,Femenino,Inicial,Postest,20.81284572833436
5794,Masculino,Inicial,Postest,70.37492317148126
5795,Femenino,Avanzado,Postest,62.20036877688998
5796,Femenino,Inicial,Postest,58.63552550706822
5797,Femenino,Inicial,Postest,58.29748002458513
5798,Masculino,Inicial,Postest,51.490473263675476
5799,Masculino,Inicial,Postest,45.09065765212047
5800,Masculino,Inicial,Postest,51.19852489244007
5801,Masculino,Inicial,Postest,46.79625076828519
5802,Masculino,Inicial,Postest,51.39059618930547
5803,Masculino,Inicial,Postest,28.772280270436383
5804,Femenino,Inicial,Postest,42.41702519975415
5805,Masculino,Inicial,Postest,43.592501536570374
5806,Masculino,Inicial,Postest,31.153964351567296
5807,Masculino,Inicial,Postest,36.255377996312234
5808,Masculino,Inicial,Postest,24.992317148125384
5809,Masculino,Inicial,Postest,48.18684695759066
5810,Masculino,Inicial,Postest,72.28027043638599
5811,Masculino,Inicial,Postest,91.62569145666872
5812,Masculino,Inicial,Postest,87.65365703749231
5813,Femenino,Inicial,Postest,0.0
5814,Femenino,Inicial,Postest,59.35771358328211
5815,Femenino,Inicial,Postest,58.29748002458513
5816,Masculino,Inicial,Postest,33.63552550706822
5817,Masculino,Inicial,Postest,27.92716656422864
5818,Masculino,Inicial,Postest,55.124462200368775
5819,Masculino,Inicial,Postest,41.62569145666872
5820,Masculino,Inicial,Postest,49.63890596189305
5821,Masculino,Inicial,Postest,50.0
5822,Femenino,Inicial,Postest,26.49047326367548
5823,Femenino,Inicial,Postest,51.82083589428396
5824,Masculino,Inicial,Postest,43.93054701905347
5825,Masculino,Avanzado,Postest,29.686539643515676
5826,Femenino,Avanzado,Postest,71.60417947141978
5827,Masculino,Inicial,Postest,59.35771358328211
5828,Femenino,Inicial,Postest,44.937000614628154
5829,Masculino,Avanzado,Postest,42.30946527350953
5830,Masculino,Inicial,Postest,64.07498463429626
5831,Masculino,Avanzado,Postest,45.81284572833436
5832,Masculino,Inicial,Postest,40.64228641671789
5833,Masculino,Inicial,Postest,39.413030116779346
5834,Femenino,Inicial,Postest,79.33312845728334
5835,Masculino,Avanzado,Postest,39.666564228641676
5836,Masculino,Avanzado,Postest,85.22587584511369
5837,Masculino,Inicial,Postest,57.36017209588199
5838,Masculino,Inicial,Postest,83.97357098955132
5839,Masculino,Inicial,Postest,53.680086047941
5840,Masculino,Inicial,Postest,47.28027043638598
5841,Femenino,Inicial,Postest,27.957897971727107
5842,Masculino,Inicial,Postest,61.69330055316533
5843,Masculino,Inicial,Postest,25.453288260602335
5844,Masculino,Inicial,Postest,63.12999385371849
5845,Femenino,Inicial,Postest,63.275968039336206
5846,Femenino,Inicial,Postest,25.952673632452367
5847,Masculino,Inicial,Postest,26.89766441303012
5848,Masculino,Avanzado,Postest,53.902888752304854
5849,Masculino,Inicial,Postest,50.0
5850,Masculino,Inicial,Postest,66.8638598647818
5851,Femenino,Inicial,Postest,51.728641671788566
5852,Masculino,Inicial,Postest,27.957897971727107
5853,Femenino,Inicial,Postest,68.600184388445
5854,Masculino,Inicial,Postest,67.37092808850646
5855,Masculino,Inicial,Postest,60.51014136447449
5856,Masculino,Inicial,Postest,50.23816840811309
5857,Masculino,Inicial,Postest,59.16564228641672
5858,Femenino,Avanzado,Postest,56.11555009219422
5859,Masculino,Inicial,Postest,64.93546404425322
5860,Femenino,Inicial,Postest,63.54486785494775
5861,Masculino,Inicial,Postest,54.156422864167176
5862,Masculino,Inicial,Postest,45.213583282114314
5863,Masculino,Inicial,Postest,59.35771358328211
5864,Masculino,Inicial,Postest,75.43023970497849
5865,Femenino,Inicial,Postest,0.0
5866,Masculino,Avanzado,Postest,51.10633066994469
5867,Femenino,Inicial,Postest,46.05101413644745
5868,Femenino,Inicial,Postest,52.70436385986479
5869,Masculino,Inicial,Postest,48.95513214505225
5870,Masculino,Avanzado,Postest,68.88444990780577
5871,Femenino,Inicial,Postest,25.0
5872,Masculino,Inicial,Postest,55.270436385986464
5873,Masculino,Inicial,Postest,53.91825445605408
5874,Femenino,Inicial,Postest,45.32882606023356
5875,Masculino,Avanzado,Postest,42.65519360786724
5876,Masculino,Inicial,Postest,72.33405039950831
5877,Masculino,Inicial,Postest,57.02980946527351
5878,Femenino,Inicial,Postest,16.594960049170254
5879,Masculino,Avanzado,Postest,77.06668715427168
5880,Femenino,Inicial,Postest,37.630608481868464
5881,Femenino,Inicial,Postest,83.29748002458511
5882,Masculino,Avanzado,Postest,79.83251382913338
5883,Masculino,Inicial,Postest,31.637984019668103
5884,Masculino,Inicial,Postest,70.81284572833435
5885,Masculino,Inicial,Postest,19.191763982790413
5886,Masculino,Inicial,Postest,43.285187461585735
5887,Masculino,Inicial,Postest,75.23816840811308
5888,Masculino,Inicial,Postest,40.08143822987093
5889,Masculino,Inicial,Postest,82.05285802089735
5890,Masculino,Inicial,Postest,30.91579594345421
5891,Femenino,Inicial,Postest,67.82421634910878
5892,Femenino,Inicial,Postest,60.67916410571604
5893,Femenino,Inicial,Postest,59.73417332513829
5894,Femenino,Inicial,Postest,58.78918254456054
5895,Masculino,Inicial,Postest,54.394591272280266
5896,Femenino,Inicial,Postest,52.95789797172711
5897,Femenino,Inicial,Postest,49.90012292563
5898,Femenino,Inicial,Postest,47.03441917639828
5899,Femenino,Inicial,Postest,46.757836508912106
5900,Femenino,Inicial,Postest,19.552858020897357
5901,Femenino,Inicial,Postest,18.239090350338046
5902,Masculino,Inicial,Postest,70.76674861708666
5903,Masculino,Avanzado,Postest,47.71051014136447
5904,Femenino,Inicial,Postest,62.945605408727715
5905,Femenino,Inicial,Postest,49.99231714812538
5906,Masculino,Inicial,Postest,0.0
5907,Masculino,Inicial,Postest,68.09311616472033
5908,Masculino,Inicial,Postest,52.95789797172711
5909,Femenino,Inicial,Postest,50.0
5910,Masculino,Inicial,Postest,42.60909649661955
5911,Masculino,Inicial,Postest,32.1220036877689
5912,Masculino,Inicial,Postest,30.91579594345421
5913,Femenino,Inicial,Postest,27.612169637369387
5914,Masculino,Inicial,Postest,39.220958819913946
5915,Masculino,Inicial,Postest,49.73110018438844
5916,Masculino,Inicial,Postest,53.0500921942225
5917,Masculino,Avanzado,Postest,54.06422864167178
5918,Masculino,Inicial,Postest,60.133681622618305
5919,Femenino,Inicial,Postest,17.85494775660725
5920,Masculino,Avanzado,Postest,82.50614628149968
5921,Masculino,Avanzado,Postest,55.800553165334975
5922,Femenino,Inicial,Postest,57.33712354025814
5923,Masculino,Inicial,Postest,50.0
5924,Masculino,Avanzado,Postest,27.957897971727107
5925,Masculino,Avanzado,Postest,75.36109403810694
5926,Femenino,Inicial,Postest,53.67240319606638
5927,Masculino,Inicial,Postest,73.77074370006144
5928,Masculino,Inicial,Postest,69.12261831591887
5929,Masculino,Inicial,Postest,61.97756607252612
5930,Masculino,Inicial,Postest,52.67363245236631
5931,Masculino,Inicial,Postest,51.39059618930547
5932,Masculino,Avanzado,Postest,50.0
5933,Masculino,Inicial,Postest,49.46220036877689
5934,Femenino,Inicial,Postest,48.77074370006147
5935,Masculino,Inicial,Postest,45.03687768899815
5936,Femenino,Inicial,Postest,18.71542716656423
5937,Masculino,Inicial,Postest,61.69330055316533
5938,Femenino,Inicial,Postest,67.3478795328826
5939,Femenino,Inicial,Postest,62.438537185003064
5940,Masculino,Inicial,Postest,58.22065150583897
5941,Femenino,Inicial,Postest,52.71972956361402
5942,Masculino,Inicial,Postest,45.32882606023356
5943,Femenino,Inicial,Postest,44.99078057775046
5944,Masculino,Inicial,Postest,53.38045482483098
5945,Masculino,Inicial,Postest,55.62384757221881
5946,Masculino,Inicial,Postest,65.1582667486171
5947,Masculino,Inicial,Postest,44.23017824216349
5948,Masculino,Inicial,Postest,33.819913952059004
5949,Masculino,Inicial,Postest,45.03687768899815
5950,Femenino,Inicial,Postest,45.32882606023356
5951,Masculino,Inicial,Postest,62.768899815611555
5952,Masculino,Inicial,Postest,48.04855562384758
5953,Masculino,Inicial,Postest,40.65765212046711
5954,Masculino,Inicial,Postest,77.95789797172709
5955,Masculino,Inicial,Postest,47.28027043638598
5956,Femenino,Inicial,Postest,39.93546404425323
5957,Masculino,Inicial,Postest,45.059926244622005
5958,Masculino,Inicial,Postest,61.80854333128457
5959,Femenino,Inicial,Postest,91.62569145666872
5960,Masculino,Avanzado,Postest,90.13521819299325
5961,Femenino,Inicial,Postest,81.76090964966195
5962,Femenino,Inicial,Postest,80.74677320221267
5963,Femenino,Inicial,Postest,78.31899200983405
5964,Masculino,Inicial,Postest,71.68100799016595
5965,Femenino,Inicial,Postest,71.1739397664413
5966,Femenino,Inicial,Postest,70.81284572833435
5967,Masculino,Inicial,Postest,70.81284572833435
5968,Masculino,Inicial,Postest,70.45175169022741
5969,Masculino,Inicial,Postest,68.23909035033805
5970,Masculino,Avanzado,Postest,66.02642901044868
5971,Masculino,Inicial,Postest,64.0519360786724
5972,Femenino,Inicial,Postest,61.186232329440685
5973,Masculino,Avanzado,Postest,60.93269821757836
5974,Femenino,Inicial,Postest,60.13368162261832
5975,Femenino,Inicial,Postest,59.5958819913952
5976,Femenino,Inicial,Postest,58.996619545175164
5977,Masculino,Inicial,Postest,58.52028272894898
5978,Masculino,Avanzado,Postest,57.6521204671174
5979,Femenino,Inicial,Postest,57.6521204671174
5980,Masculino,Inicial,Postest,57.6521204671174
5981,Masculino,Inicial,Postest,57.6521204671174
5982,Femenino,Inicial,Postest,56.637984019668096
5983,Masculino,Avanzado,Postest,56.03872157344807
5984,Femenino,Inicial,Postest,55.216656422864176
5985,Femenino,Inicial,Postest,52.8119237861094
5986,Femenino,Inicial,Postest,52.596803933620166
5987,Masculino,Inicial,Postest,50.0
5988,Femenino,Inicial,Postest,48.778426551936086
5989,Masculino,Avanzado,Postest,47.441610325752926
5990,Femenino,Inicial,Postest,47.27258758451137
5991,Femenino,Inicial,Postest,46.91917639827904
5992,Masculino,Inicial,Postest,43.96127842655194
5993,Femenino,Inicial,Postest,42.370928088506446
5994,Masculino,Inicial,Postest,41.59496004917025
5995,Femenino,Inicial,Postest,41.59496004917025
5996,Masculino,Inicial,Postest,41.59496004917025
5997,Masculino,Inicial,Postest,40.31960663798401
5998,Masculino,Inicial,Postest,40.10448678549478
5999,Femenino,Inicial,Postest,39.50522433927473
6000,Femenino,Inicial,Postest,39.30547019053473
6001,Femenino,Inicial,Postest,36.73939766441303
6002,Femenino,Inicial,Postest,36.35525507068223
6003,Femenino,Inicial,Postest,36.255377996312234
6004,Masculino,Inicial,Postest,34.94161032575292
6005,Masculino,Inicial,Postest,34.741856177012906
6006,Femenino,Inicial,Postest,34.741856177012906
6007,Masculino,Inicial,Postest,33.18992009834051
6008,Femenino,Inicial,Postest,31.54578979717271
6009,Masculino,Inicial,Postest,30.91579594345421
6010,Femenino,Inicial,Postest,30.33958205285802
6011,Masculino,Inicial,Postest,25.66840811309158
6012,Masculino,Inicial,Postest,25.0
6013,Masculino,Avanzado,Postest,24.892440073755377
6014,Femenino,Inicial,Postest,24.892440073755377
6015,Masculino,Avanzado,Postest,22.710510141364473
6016,Masculino,Inicial,Postest,11.831591886908422
